"bu_code","bu_naam","parkeren_pct","auto_pct","voet_pct","fiets_pct"
"BU06200009","Overige verspreide huizen Vianen",0.00,0.89,0.09,0.01
"BU06200100","Hagestein",0.09,0.63,0.27,0.01
"BU06420208","Prins Bernhardstraat en omgeving",0.17,0.30,0.50,0.03
"BU06200201","Zijderveld",0.03,0.86,0.09,0.03
"BU06370800","Rokkehage c.a.",0.05,0.73,0.11,0.11
"BU06200202","Diefdijk (gedeeltelijk)",0.00,0.95,0.02,0.03
"BU06200209","Everdingen",0.03,0.80,0.01,0.15
"BU17010401","Lheebroek",0.00,0.98,0.00,0.02
"BU06220301","De Vergulde Hand",0.14,0.54,0.24,0.08
"BU06220102","Vettenoordse Polder Oost",0.17,0.34,0.47,0.02
"BU06290105","Groot Deijleroord en Ter Weer",0.14,0.49,0.31,0.06
"BU17010409","Lhee",0.03,0.79,0.05,0.14
"BU06290106","Rijksdorp met De Pan",0.00,0.75,0.11,0.14
"BU06220103","Centrum",0.17,0.33,0.48,0.02
"BU06260008","Starrenburg",0.12,0.49,0.33,0.06
"BU06370001","Dorp",0.10,0.48,0.38,0.03
"BU06220104","Hoogstad",0.11,0.61,0.18,0.10
"BU06420603","Ooievaar- en Vinkplein",0.13,0.49,0.31,0.08
"BU06290107","Maaldrift",0.02,0.90,0.05,0.04
"BU06220202","Zuidbuurt",0.19,0.41,0.36,0.04
"BU06220201","Hoogkamer",0.18,0.32,0.44,0.06
"BU06270102","Groenswaard 2",0.16,0.31,0.52,0.01
"BU06220302","Lickebaert",0.04,0.52,0.11,0.33
"BU06220303","'t Scheur",0.15,0.61,0.14,0.10
"BU06290104","De Deijl",0.12,0.46,0.32,0.10
"BU06220205","Buitengebied Zuidbuurt",0.10,0.59,0.12,0.18
"BU06270101","Groenswaard 1",0.12,0.42,0.42,0.03
"BU06420605","Leeuwerik- en Fazantplein",0.14,0.52,0.23,0.12
"BU06220203","Wetering",0.16,0.39,0.38,0.07
"BU06260013","Bloemenwijk",0.12,0.50,0.35,0.03
"BU06220204","Lage Weide",0.18,0.46,0.33,0.03
"BU06260010","Krimwijk",0.13,0.44,0.32,0.11
"BU06420106","Industriegebied Ringdijk",0.00,0.91,0.08,0.01
"BU06220305","Park Zuidbuurt",0.06,0.38,0.33,0.22
"BU06260011","Centrum",0.13,0.36,0.46,0.05
"BU06220401","Hofbuurt",0.07,0.28,0.59,0.05
"BU06220306","Vettenoordse Polder West",0.15,0.48,0.25,0.12
"BU06220307","Maasboulevard",0.18,0.41,0.34,0.06
"BU06540501","Heinkenszand (Kern)",0.12,0.53,0.32,0.02
"BU06220402","Oostbuurt",0.17,0.38,0.40,0.04
"BU06260006","Bijdorp",0.16,0.45,0.32,0.06
"BU06220601","Vaart Zuid",0.10,0.47,0.35,0.08
"BU06220505","'t Nieuwe Lant",0.05,0.14,0.62,0.19
"BU06260012","Nassauwijk",0.11,0.49,0.33,0.08
"BU06420604","Vogelbuurt-West",0.11,0.52,0.34,0.03
"BU06270103","Groenswaard 3",0.17,0.49,0.33,0.00
"BU06381006","Meerburg",0.13,0.58,0.22,0.07
"BU06220403","Havengebied Oost",0.44,0.45,0.07,0.04
"BU06260009","Dobbewijk",0.07,0.62,0.26,0.06
"BU07721434","Oude Gracht-West",0.12,0.47,0.35,0.06
"BU06220404","Vijfsluizen",0.07,0.60,0.22,0.10
"BU06220501","Babberspolder Noord",0.09,0.59,0.24,0.07
"BU06320402","Barwoutswaarder",0.01,0.91,0.01,0.07
"BU06320501","Geestdorp",0.10,0.84,0.02,0.05
"BU06220502","Oranjebuurt",0.08,0.47,0.34,0.11
"BU06260007","Vlietwijk",0.18,0.39,0.40,0.03
"BU06420114","Eem- en Zonnestein",0.19,0.50,0.25,0.06
"BU06220503","Babberspolder West",0.14,0.43,0.38,0.05
"BU06420115","Swanendrif-Zuid",0.05,0.51,0.34,0.09
"BU06220504","Babberspolder Oost",0.18,0.41,0.35,0.05
"BU06540201","Borssele (Kern)",0.13,0.52,0.34,0.02
"BU06420201","Veerplein - De Werf",0.27,0.34,0.38,0.01
"BU06220602","Statenbuurt",0.11,0.52,0.28,0.10
"BU06420104","Balkengat",0.08,0.58,0.33,0.00
"BU06420203","Westkeetshaven",0.12,0.40,0.44,0.05
"BU15070600","Broekhuizenvorst",0.08,0.59,0.32,0.00
"BU06220603","Loper Zuid",0.19,0.36,0.39,0.06
"BU06270405","Coenecoop",0.04,0.77,0.09,0.10
"BU06220604","Vogelbuurt Noord",0.22,0.32,0.44,0.02
"BU06220606","Vogelbuurt Zuid",0.19,0.42,0.37,0.02
"BU06220701","Drevenbuurt",0.12,0.43,0.39,0.06
"BU06260001","Noord-Hofland",0.10,0.46,0.30,0.14
"BU06420307","Officiervliet-Oost",0.06,0.63,0.24,0.07
"BU06220605","Sportpark Holy",0.13,0.43,0.25,0.19
"BU06290004","Oud-Clingendaal",0.02,0.78,0.13,0.08
"BU06420308","Officiervliet-West",0.05,0.66,0.23,0.06
"BU06220702","Kruidenbuurt",0.19,0.31,0.44,0.06
"BU06260002","Adegeest",0.09,0.52,0.29,0.11
"BU06260004","Boschgeest",0.11,0.45,0.35,0.09
"BU06420309","Ter Steeghe",0.13,0.71,0.11,0.05
"BU06220703","Loper Noord",0.11,0.39,0.38,0.12
"BU06220704","Hoofdstedenbuurt",0.20,0.30,0.38,0.12
"BU08280706","Lockaert",0.14,0.48,0.30,0.07
"BU06220705","Park Holy Noord",0.04,0.15,0.60,0.21
"BU06290005","De Kieviet",0.02,0.69,0.23,0.06
"BU06420310","Pilotenbuurt",0.15,0.48,0.33,0.04
"BU06420311","Langeraarstraat en omgeving",0.08,0.59,0.30,0.03
"BU06220706","Hoevenbuurt",0.14,0.32,0.39,0.14
"BU06220707","Holierhoekse Polder",0.01,0.68,0.28,0.04
"BU06290006","Kerkehout",0.11,0.66,0.22,0.01
"BU06290007","Klingenbosch",0.01,0.69,0.26,0.04
"BU06420403","Componistenbuurt-Midden",0.19,0.37,0.40,0.05
"BU06220708","Vaart Noord",0.15,0.55,0.21,0.09
"BU07772007","Grauwe Polder 4",0.12,0.50,0.34,0.04
"BU06220801","Broekpolder gebied",0.06,0.45,0.26,0.23
"BU06260014","Buitengebied",0.04,0.63,0.11,0.22
"BU08280807","Frankenbeemd",0.00,0.90,0.01,0.09
"BU06270105","West 1",0.03,0.56,0.23,0.19
"BU06270106","Bomenwijk",0.13,0.44,0.37,0.06
"BU06370500","Rokkeveen-West",0.13,0.52,0.29,0.07
"BU06270202","Zuidplas 80",0.16,0.52,0.28,0.04
"BU06270203","Zuidplas 90",0.14,0.51,0.28,0.07
"BU06270204","Triangel",0.16,0.51,0.29,0.04
"BU06270205","West 2",0.07,0.82,0.03,0.08
"BU06420606","Moermond-Zuid",0.10,0.52,0.30,0.08
"BU06270301","Oranjewijk Zuid",0.15,0.41,0.35,0.09
"BU06420111","Winkelcentrum Walburg",0.22,0.44,0.31,0.03
"BU06270303","Vondelwijk",0.15,0.38,0.43,0.03
"BU06420105","Noordpark",0.13,0.59,0.28,0.00
"BU06270304","Noordkade",0.18,0.46,0.32,0.04
"BU06290103","Zijlwatering en haven",0.15,0.43,0.38,0.04
"BU06420404","Componistenbuurt-Noord",0.18,0.43,0.34,0.05
"BU06270401","Centrum",0.10,0.42,0.39,0.10
"BU06270403","Bedrijventerrein Mercuriusweg",0.15,0.62,0.23,0.01
"BU06290110","Weteringpark",0.16,0.42,0.33,0.09
"BU06270404","Zuid",0.12,0.68,0.16,0.04
"BU06270408","Zeeheldenbuurt",0.12,0.64,0.16,0.07
"BU06270406","'t Weegje",0.18,0.35,0.47,0.00
"BU06270407","Oost",0.01,0.90,0.01,0.08
"BU06290000","Drie Papegaaien",0.07,0.42,0.20,0.32
"BU06290001","Oud-Wassenaar",0.03,0.64,0.17,0.16
"BU06420405","Oudeland en Meubelmaker",0.21,0.39,0.30,0.10
"BU06290003","Duindigt met Groenendaal",0.19,0.47,0.30,0.04
"BU06320203","Molenvliet-Oost",0.09,0.46,0.38,0.07
"BU06320204","Kromwijk",0.03,0.82,0.11,0.04
"BU06290008","Eikenhorst",0.00,0.72,0.11,0.17
"BU06290009","Meijendel",0.12,0.22,0.46,0.20
"BU06290100","De Paauw",0.11,0.50,0.33,0.07
"BU06290101","Dorp Wassenaar",0.18,0.44,0.31,0.07
"BU06420406","Klarinetsingel en omgeving",0.15,0.48,0.28,0.09
"BU06290108","Raaphorst en in poldergebied",0.05,0.80,0.06,0.09
"BU06290109","Duinrell Wassenaarse Slag",0.04,0.60,0.16,0.20
"BU06420407","Sonate en omgeving",0.12,0.38,0.34,0.17
"BU06320102","Bloemen- en Bomenkwartier",0.10,0.46,0.39,0.05
"BU06320103","Bedrijventerrein Honthorst",0.20,0.55,0.16,0.08
"BU06320104","Staatsliedenkwartier",0.12,0.45,0.35,0.09
"BU06320105","Vogelkwartier",0.09,0.49,0.33,0.09
"BU06320106","Schilderskwartier",0.10,0.47,0.40,0.03
"BU06420205","Corridor-Oost",0.09,0.61,0.24,0.06
"BU06320201","Bedrijventerrein Barwoutswaarder",0.21,0.67,0.08,0.04
"BU06320202","Molenvliet-West",0.13,0.43,0.36,0.08
"BU06370002","Stadscentrum",0.13,0.40,0.40,0.07
"BU06420409","Park Molenvliet",0.02,0.29,0.45,0.23
"BU06320301","Middelland-Noord",0.24,0.56,0.15,0.06
"BU06370301","Seghwaert-Noord-Oost",0.15,0.45,0.33,0.07
"BU06420410","Industriegebied Molenvliet",0.34,0.52,0.10,0.05
"BU06420501","Noordzijde De Hoge Devel",0.02,0.63,0.16,0.19
"BU06320302","Middelland-Zuid",0.35,0.53,0.10,0.02
"BU06420502","Develsteincollege",0.08,0.61,0.25,0.07
"BU06320304","Bedrijventerrein Polanen",0.21,0.65,0.10,0.05
"BU06320303","Snel en Polanen",0.14,0.45,0.34,0.08
"BU06370400","Noordhove-West",0.16,0.40,0.40,0.05
"BU06380002","Vogelweide",0.10,0.62,0.22,0.06
"BU06320305","Waterrijk",0.10,0.47,0.37,0.05
"BU06320401","Rietveld",0.06,0.70,0.03,0.20
"BU07772008","Grauwe Polder 5 't Winhof",0.09,0.64,0.20,0.07
"BU06370401","Noordhove-Oost",0.15,0.47,0.29,0.09
"BU06420107","Staatsliedenbuurt-Noord",0.09,0.47,0.39,0.05
"BU06370201","De Leyens",0.13,0.47,0.33,0.07
"BU06320502","Breeveld",0.01,0.85,0.13,0.01
"BU06320503","Cattenbroek",0.03,0.86,0.05,0.05
"BU06320601","Harmelen-Noord (dorp)",0.12,0.49,0.37,0.03
"BU06320602","Harmelen-Zuid (dorp)",0.12,0.51,0.36,0.01
"BU07772009","Hoge Neerstraat",0.11,0.56,0.23,0.10
"BU17830710","De Lier West",0.12,0.44,0.39,0.05
"BU06320603","Putkop",0.09,0.75,0.10,0.06
"BU06320604","Buitengebied Harmelen",0.01,0.91,0.04,0.04
"BU06320605","Reijerscop",0.00,0.96,0.00,0.04
"BU06320606","Gerverscop",0.01,0.80,0.00,0.19
"BU06370200","Buytenwegh",0.14,0.46,0.32,0.08
"BU17830421","Kust 's-Gravenzande",0.17,0.29,0.31,0.24
"BU08280709","Schalkskamp",0.05,0.61,0.31,0.03
"BU06320701","Kamerik (dorp)",0.11,0.61,0.27,0.00
"BU06370300","Seghwaert-Zuid-West",0.15,0.48,0.31,0.07
"BU06370801","Lansinghage c.a.",0.01,0.79,0.12,0.08
"BU06320702","Kanis",0.10,0.66,0.24,0.00
"BU06420209","Juliandorp",0.14,0.47,0.34,0.05
"BU06370100","Meerzicht-West",0.11,0.45,0.38,0.06
"BU06370101","Meerzicht-Oost",0.15,0.47,0.30,0.08
"BU06370501","Rokkeveen-Oost",0.15,0.46,0.33,0.06
"BU06380001","Westwout",0.11,0.49,0.35,0.04
"BU06370600","Oosterheem-Zuid-West",0.10,0.52,0.30,0.07
"BU08280708","Klein Mikkeldonk",0.03,0.53,0.42,0.03
"BU06420503","Swinhove - De Lus",0.12,0.66,0.15,0.06
"BU06370601","Oosterheem-Noord-Oost",0.15,0.40,0.38,0.07
"BU06420513","Bloemenbuurt B(egonia) - C(rocus)",0.16,0.35,0.49,0.00
"BU06370802","Zoeterhage c.a.",0.06,0.72,0.12,0.09
"BU06380003","Bloemenweide",0.12,0.49,0.32,0.07
"BU06380004","Blankaartpark",0.12,0.65,0.17,0.05
"BU06370903","Westerpark c.a.",0.05,0.51,0.23,0.20
"BU06381004","Rijnegom",0.16,0.38,0.41,0.05
"BU06420504","Koloniënbuurt",0.07,0.62,0.28,0.03
"BU06420505","Meerdervoort",0.09,0.59,0.25,0.07
"BU06370904","Buitengebied-West",0.10,0.30,0.34,0.26
"BU06420301","Industriegebied Develpoort",0.09,0.75,0.14,0.03
"BU06380005","Dorp Zuid",0.22,0.42,0.29,0.07
"BU06380006","Dorpskern",0.22,0.35,0.43,0.00
"BU08280707","Westerveld",0.05,0.64,0.25,0.05
"BU06370905","Meerpolder",0.01,0.79,0.01,0.19
"BU06381007","De Goede Herder",0.24,0.39,0.31,0.06
"BU06420102","Veerplein - Oostkeetshaven",0.07,0.47,0.33,0.12
"BU06420112","De Were en omgeving",0.09,0.45,0.37,0.09
"BU06420506","Dichtersbuurt-Midden",0.22,0.41,0.31,0.05
"BU06370906","Scheidingszone",0.08,0.34,0.27,0.31
"BU06370907","Van Tuyllpark",0.12,0.42,0.38,0.09
"BU06420302","Corridor-West",0.12,0.61,0.22,0.06
"BU06420507","Dichtersbuurt-West",0.13,0.47,0.35,0.05
"BU06380007","Dorp Noord",0.19,0.71,0.09,0.02
"BU06381010","Industriegebied Grote Polder",0.13,0.63,0.14,0.10
"BU06420303","Schildersbuurt",0.15,0.42,0.38,0.04
"BU06380101","Westeinde",0.00,0.79,0.04,0.17
"BU06380202","Zuidbuurt",0.08,0.59,0.15,0.18
"BU06380303","Weipoort",0.03,0.76,0.04,0.18
"BU06381005","Oosthoek",0.27,0.62,0.10,0.00
"BU06420610","Develzijde Nederhoven",0.04,0.53,0.35,0.09
"BU06380404","Gelderswoude",0.00,0.91,0.00,0.09
"BU06380909","Verspreide huizen",0.00,0.74,0.01,0.24
"BU06420101","Slagveld en Omgeving",0.12,0.45,0.41,0.03
"BU06420304","Sterrenbeeldenbuurt",0.14,0.45,0.37,0.03
"BU07771202","Landelijk gebied 3 (Noord)",0.04,0.79,0.01,0.16
"BU06381011","Industriegebied Barrepolder",0.24,0.65,0.06,0.05
"BU06420113","Lievershil en omgeving",0.04,0.53,0.37,0.06
"BU06381012","Hoge Rijndijk Noord",0.12,0.61,0.26,0.01
"BU06381013","Hoge Rijndijk Oost",0.16,0.46,0.33,0.05
"BU06420701","Industriegebied Groote Lindt",0.17,0.74,0.03,0.06
"BU06420702","De Geer-Oost",0.08,0.66,0.22,0.04
"BU06420803","Dorp-Zuidoost",0.12,0.51,0.37,0.00
"BU06420703","De Geer-West",0.21,0.56,0.19,0.04
"BU06420704","Achterlindtsestraat",0.02,0.85,0.01,0.12
"BU07772010","Centrumplan",0.09,0.43,0.43,0.05
"BU06420705","Kijfhoek",0.06,0.43,0.36,0.15
"BU06420708","Bakestein",0.11,0.56,0.24,0.10
"BU06770108","Zoetevaart",0.11,0.57,0.19,0.13
"BU06420706","Emplacement ""Kijfhoek""",0.04,0.85,0.03,0.08
"BU06420707","Groenesteeg - Langeweg",0.00,0.69,0.00,0.31
"BU06420801","Molenweg-West",NULL,NULL,NULL,NULL
"BU06420802","Dorp-Noordoost",0.15,0.51,0.33,0.01
"BU06420804","Dorp-Zuid",0.14,0.53,0.27,0.07
"BU06420805","Bedrijventerrein Gors-Noord",0.06,0.70,0.12,0.13
"BU06420901","Emplacement Kijfhoek en Langeweg",0.06,0.63,0.11,0.19
"BU06420902","Sportcomplex ""De Molenwei""",0.25,0.47,0.18,0.09
"BU06420903","Polder Heerjansdam",0.00,0.77,0.07,0.16
"BU06420904","Kleine Lindt Polder",0.01,0.78,0.04,0.17
"BU08554204","Stokhasselt Oost",0.14,0.39,0.44,0.03
"BU06420905","Hooge Nespolder",0.00,0.71,0.01,0.28
"BU08700101","Centrum Werkendam",0.15,0.50,0.32,0.03
"BU06420906","Het Buitenland en omgeving",0.04,0.40,0.08,0.48
"BU06540301","Driewegen (Kern)",0.10,0.70,0.20,0.00
"BU07180303","Paauwenburg Noordoost",0.13,0.51,0.30,0.06
"BU06540302","Driewegen",0.00,0.99,0.01,0.00
"BU06540502","Heinkenszand",0.02,0.88,0.04,0.05
"BU06770417","Kern Graauw",0.09,0.59,0.32,0.00
"BU06540401","Ellewoutsdijk (Kern)",0.04,0.75,0.21,0.00
"BU06540601","Hoedekenskerke (Kern)",NULL,NULL,NULL,NULL
"BU06540602","Hoedekenskerke",0.01,0.90,0.05,0.04
"BU08554205","Stokhasselt Zuid-West",0.10,0.59,0.29,0.02
"BU06540702","Kwadendamme",0.03,0.89,0.03,0.05
"BU06540801","Lewedorp (Kern)",0.08,0.56,0.34,0.02
"BU06541001","Nisse (Kern)",0.11,0.67,0.18,0.04
"BU06770418","Kern Zandberg",0.01,0.82,0.09,0.08
"BU06770624","Buitengebied Nieuw Namen",0.00,0.96,0.00,0.04
"BU06541301","'s-Gravenpolder (Kern)",0.10,0.60,0.29,0.01
"BU06541302","'s-Gravenpolder",0.01,0.86,0.04,0.09
"BU06541401","'s-Heer Abtskerke (Kern)",0.06,0.66,0.28,0.00
"BU06540902","Nieuwdorp",0.02,0.88,0.08,0.03
"BU06540903","Havengebied Sloe",0.14,0.77,0.05,0.04
"BU06540802","Lewedorp",0.01,0.87,0.03,0.09
"BU06540901","Nieuwdorp (Kern)",0.18,0.51,0.31,0.00
"BU06541002","Nisse",0.13,0.71,0.05,0.11
"BU06541101","Oudelande (Kern)",NULL,NULL,NULL,NULL
"BU15090104","Breedenbroek",0.08,0.68,0.22,0.02
"BU06541202","Ovezande",0.00,0.93,0.01,0.05
"BU06640106","Goes-Noordoost",0.14,0.51,0.33,0.02
"BU06640107","Industrieterrein De Poel",0.13,0.73,0.06,0.07
"BU06541402","'s-Heer Abtskerke",0.00,0.93,0.01,0.06
"BU06541501","'s-Heerenhoek (Kern)",0.12,0.51,0.36,0.00
"BU15090105","Megchelen",0.01,0.85,0.14,0.00
"BU06890601","Lage Giessen",0.01,0.86,0.13,0.00
"BU06541502","'s-Heerenhoek",0.00,0.95,0.01,0.04
"BU06640220","Wilhelminadorp",0.09,0.66,0.21,0.05
"BU06680600","Kern Dreumel",0.09,0.65,0.25,0.02
"BU06770101","Hulst",0.16,0.36,0.45,0.03
"BU06640110","Overzuid",0.12,0.56,0.20,0.12
"BU06640111","Mannee",0.13,0.66,0.15,0.07
"BU06640229","Wilhelminadorp",0.01,0.89,0.01,0.09
"BU06640330","Kloetinge",0.08,0.57,0.32,0.02
"BU18950801","'t Waar",0.04,0.79,0.11,0.06
"BU06640101","Goes-Centrum",0.13,0.47,0.38,0.02
"BU06640102","Goes-Oost",0.12,0.50,0.33,0.05
"BU06640103","Goes-Zuid",0.14,0.48,0.30,0.07
"BU06640104","Goes-West",0.14,0.56,0.22,0.07
"BU06640105","Goes-Noordwest",0.12,0.49,0.34,0.05
"BU06640108","Industrieterrein Haven",0.10,0.70,0.16,0.05
"BU06640109","Goese Meer",0.03,0.67,0.06,0.25
"BU06770109","Groote Kreek",0.09,0.53,0.31,0.08
"BU06640339","in het Zuiden",0.00,0.96,0.00,0.03
"BU06770110","Absdale",0.01,0.95,0.01,0.02
"BU07150702","Katspolder",0.12,0.52,0.28,0.08
"BU06770102","Linie",0.11,0.51,0.37,0.01
"BU06640331","Oostmolenpark",0.16,0.57,0.23,0.04
"BU06640338","in het Oosten",0.00,0.88,0.04,0.08
"BU06770826","Kern Kloosterzande",0.09,0.55,0.34,0.02
"BU06890602","Hoge Giessen (gedeeltelijk)",0.24,0.43,0.32,0.01
"BU06640440","Kattendijke",0.05,0.77,0.16,0.02
"BU06640449","Kattendijke",0.01,0.87,0.01,0.11
"BU07150703","Oudelandse Hoeve",0.16,0.48,0.32,0.04
"BU06640550","'s-Heer-Arendskerke",0.08,0.63,0.28,0.00
"BU06640551","De Schenge",0.00,0.97,0.01,0.02
"BU06640559","in het Westen",0.00,0.92,0.01,0.08
"BU06640660","Eindewege",0.03,0.84,0.03,0.11
"BU06770725","Kern Kapellebrug",0.03,0.68,0.12,0.17
"BU06890603","Hoornaar-Nieuw",0.14,0.58,0.27,0.00
"BU06640770","'s-Heer-Hendrikskinderen",0.04,0.78,0.12,0.06
"BU06640778","ten noorden van 's-Heer-Hendrikskinderen",0.01,0.83,0.02,0.14
"BU06640779","ten zuiden van 's-Heer-Hendrikskinderen",0.01,0.89,0.01,0.09
"BU07150704","Oude Vaart",0.17,0.48,0.25,0.10
"BU06640880","Wolphaartsdijk",0.08,0.62,0.29,0.01
"BU06770103","'t Jagertje-Schuddebeurs",0.03,0.86,0.04,0.07
"BU08260604","Beemdenbuurt",0.12,0.51,0.31,0.07
"BU06640990","Oud-Sabbinge",0.04,0.71,0.25,0.00
"BU06680100","Kern Alphen",0.09,0.64,0.27,0.00
"BU08556006","Bedrijventerrein Vossenberg PDV",0.00,0.70,0.07,0.22
"BU08554206","Stokhasselt Zuid-Oost",0.13,0.43,0.42,0.02
"BU06680101","Buitengebied Alphen",0.01,0.95,0.04,0.00
"BU06680200","Kern Altforst",0.11,0.68,0.17,0.04
"BU06680300","Kern Appeltern",0.13,0.65,0.22,0.00
"BU06680201","Buitengebied Altforst",0.01,0.86,0.00,0.13
"BU06680301","Buitengebied Appeltern",0.06,0.75,0.06,0.13
"BU08554207","Stokhasselt Zuid",0.03,0.63,0.25,0.09
"BU06680401","Buitengebied Beneden-Leeuwen",0.05,0.78,0.10,0.07
"BU06680500","Kern Boven-Leeuwen",0.11,0.59,0.30,0.00
"BU06870100","Griffioen",0.08,0.61,0.28,0.03
"BU06680501","Buitengebied Boven-Leeuwen",0.02,0.81,0.05,0.12
"BU08554301","Heikant Noord-West",0.13,0.42,0.40,0.05
"BU06680601","Buitengebied Dreumel",0.01,0.87,0.02,0.10
"BU06680700","Kern Maasbommel",0.14,0.63,0.23,0.00
"BU08554302","Heikant Noord-Oost",0.10,0.53,0.33,0.04
"BU06680701","Buitengebied Maasbommel",0.02,0.92,0.01,0.05
"BU06680800","Kern Wamel",0.07,0.62,0.26,0.05
"BU06680801","Buitengebied Wamel",0.00,0.93,0.00,0.07
"BU06770112","Buitengebied Hulst",0.00,0.92,0.00,0.07
"BU06770213","Kern Sint Jansteen",0.08,0.60,0.28,0.04
"BU06771135","Kern Vogelwaarde",0.10,0.53,0.37,0.00
"BU06770214","Buitengebied Sint Jansteen",0.00,0.91,0.01,0.07
"BU06770315","Kern Clinge",0.09,0.54,0.34,0.03
"BU06770827","Walsoorden",0.06,0.76,0.17,0.01
"BU07721615","Schoot",0.14,0.44,0.37,0.05
"BU06770419","Kern Paal",0.06,0.71,0.23,0.00
"BU06770420","Buitengebied Graauw",0.01,0.91,0.01,0.08
"BU06770929","Kern Lamswaarde",0.06,0.57,0.36,0.01
"BU06770522","Buitengebied Heikant",0.00,1.00,0.00,0.00
"BU06770623","Kern Nieuw Namen",0.10,0.57,0.33,0.00
"BU06770316","Buitengebied Clinge",0.00,0.82,0.03,0.14
"BU06770521","Kern Heikant",0.05,0.78,0.17,0.00
"BU06771238","Buitengebied Hengstdijk",0.00,0.94,0.00,0.05
"BU06770931","Buitengebied Lamswaarde",0.00,0.94,0.00,0.06
"BU06771033","Kern Terhole",0.10,0.57,0.29,0.04
"BU06771034","Buitengebied Terhole",0.00,0.90,0.01,0.08
"BU06870000","Binnenstad",0.13,0.45,0.39,0.03
"BU06780000","Kapelle",0.14,0.59,0.24,0.03
"BU06780100","Wemeldinge",0.15,0.60,0.22,0.03
"BU06780109","Wemeldinge",0.05,0.82,0.01,0.11
"BU06780200","Schore",0.09,0.69,0.18,0.03
"BU06771136","Buitengebied Vogelwaarde",0.00,0.94,0.00,0.06
"BU06771237","Kern Hengstdijk",0.09,0.67,0.23,0.01
"BU07721616","Strijp S",0.10,0.41,0.41,0.07
"BU06870102","Nieuw Middelburg",0.10,0.48,0.40,0.02
"BU06870101","Klarenbeek",0.11,0.57,0.28,0.04
"BU06870105","Ramsburg",0.12,0.76,0.07,0.06
"BU06870103","Brigdamme",0.05,0.62,0.13,0.20
"BU06780209","Schore",0.00,0.93,0.00,0.07
"BU06870104","Sint Laurens",0.06,0.59,0.24,0.11
"BU07030206","Krabbendijke - Zuidweg",0.01,0.88,0.12,0.00
"BU07030209","Krabbendijke",0.01,0.89,0.04,0.07
"BU07160309","Sint-Maartensdijk",0.01,0.91,0.01,0.07
"BU06870106","Veersepoort",0.11,0.56,0.29,0.04
"BU06870107","in het Noorden",0.00,0.88,0.06,0.06
"BU06870108","in het Noordwesten",0.00,0.85,0.00,0.15
"BU07160500","Sint-Annaland",0.12,0.55,0.31,0.02
"BU06870109","in het Noordoosten",0.00,0.89,0.02,0.10
"BU06890200","Muisbroek",0.01,0.89,0.01,0.09
"BU07160509","Sint-Annaland",0.00,0.91,0.01,0.08
"BU07150404","Zuidpoort",0.05,0.85,0.04,0.06
"BU06870200","Stromenwijk/'t Zand",0.09,0.54,0.31,0.06
"BU09835107","Geloö",0.00,0.94,0.01,0.05
"BU06870300","Middelburg-Zuid",0.12,0.53,0.30,0.06
"BU06890000","Giessenburg en Nieuwkerk",0.12,0.57,0.31,0.00
"BU07030406","Rilland - De Poort",0.01,0.89,0.00,0.10
"BU07030409","Rilland",0.02,0.92,0.01,0.05
"BU06870209","in het Zuidwesten",0.03,0.81,0.05,0.11
"BU06890002","Giessen en Oude-Bovenkerk",0.01,0.90,0.09,0.00
"BU06890001","Peursum",0.04,0.79,0.13,0.05
"BU06870302","Arnestein",0.03,0.88,0.01,0.08
"BU07150705","Zeldenrust",0.15,0.53,0.25,0.07
"BU07070103","Lexmond Polder",0.01,0.94,0.03,0.02
"BU07155200","Buitengebied Philippine",0.00,0.89,0.03,0.08
"BU06890100","Giessen en Oudekerk",0.08,0.81,0.11,0.00
"BU06870309","Mortiere",0.15,0.61,0.19,0.05
"BU06870400","Nieuw- en Sint Joosland",0.11,0.62,0.24,0.02
"BU06870409","Nieuw- en Sint Joosland",0.00,0.95,0.01,0.04
"BU06870500","Arnemuiden",0.10,0.58,0.30,0.02
"BU06870501","Kleverskerke",0.15,0.62,0.24,0.00
"BU06870502","Oranjeplaat",0.24,0.68,0.07,0.01
"BU06870509","Arnemuiden",0.02,0.82,0.05,0.11
"BU06890101","Neerpolder en Parallelweg",0.05,0.88,0.06,0.02
"BU06890201","Neder-Slingeland",0.01,0.86,0.00,0.14
"BU06890308","polder Giessen en Nieuwkerk",0.09,0.58,0.10,0.23
"BU06890309","ten noorden van De Giessen",0.00,0.83,0.01,0.17
"BU07030600","Oostdijk",0.07,0.77,0.16,0.00
"BU06890400","Arkel",0.11,0.58,0.22,0.09
"BU06890402","Industrieterrein",0.09,0.85,0.06,0.00
"BU06890500","Hoogblokland",0.07,0.78,0.15,0.00
"BU06890502","Minkeloos (gedeeltelijk) Hoge Giessen (gedeeltelijk)",0.00,0.92,0.02,0.06
"BU06890401","Rietveld",0.02,0.76,0.08,0.14
"BU06890501","Bazeldijk (gedeeltelijk)",0.04,0.86,0.01,0.09
"BU06890509","Overige verspreide huizen Hoogblokland",0.00,1.00,0.00,0.00
"BU06890600","Hoornaar",0.10,0.64,0.25,0.00
"BU06890700","Noordeloos",0.04,0.75,0.16,0.06
"BU07030500","Hansweert - Kern",0.07,0.68,0.24,0.01
"BU06890701","Overslingeland",0.01,0.85,0.02,0.12
"BU07154900","Kern Philippine",0.08,0.64,0.26,0.02
"BU07170700","Grijpskerke",0.09,0.62,0.24,0.05
