"bu_code","bu_naam","parkeren_pct","auto_pct","voet_pct","fiets_pct"
"BU05460804","Leedewijk-Zuid",0.17,0.43,0.28,0.12
"BU05460805","Leedewijk-Noord",0.13,0.47,0.26,0.14
"BU06100205","Bedrijventerrein Kerkerak",0.23,0.64,0.12,0.00
"BU05460903","Dobbewijk-Zuid",0.15,0.34,0.39,0.13
"BU05470000","Kerkwijk",0.10,0.53,0.31,0.06
"BU06170008","Strijensas",0.18,0.37,0.41,0.04
"BU05530200","Halfweg",0.17,0.65,0.07,0.12
"BU05531200","Componistenwijk",0.18,0.38,0.41,0.03
"BU05530300","Meer en Duin",0.40,0.44,0.11,0.05
"BU05530500","Meerenburgh",0.22,0.40,0.34,0.04
"BU05530600","Oranjewijk",0.21,0.38,0.35,0.05
"BU05530700","Zeeheldenwijk",0.13,0.42,0.42,0.03
"BU05530800","Bloemenwijk",0.15,0.48,0.32,0.05
"BU05531000","Berkhout",0.14,0.50,0.31,0.05
"BU05531100","Van Rijckevorsel",0.06,0.58,0.29,0.07
"BU05531300","Schilderswijk",0.33,0.29,0.36,0.02
"BU05531500","Dever",0.41,0.47,0.10,0.02
"BU05531600","Geestwater",0.05,0.55,0.12,0.29
"BU05531700","Vrouwenpolder",0.23,0.51,0.23,0.03
"BU05532100","Roovers Broek",0.02,0.79,0.04,0.15
"BU05560601","Steendijkpolder Noord",0.14,0.43,0.34,0.10
"BU05560602","Steendijkpolder Zuid",0.12,0.36,0.40,0.12
"BU05560701","Zuidbuurt",0.01,0.39,0.39,0.22
"BU05560702","De Dijk",0.06,0.36,0.19,0.39
"BU05560801","Wilgenrijk",0.04,0.80,0.08,0.08
"BU05690000","Nieuwkoop",0.07,0.62,0.17,0.14
"BU05690006","Woerdense Verlaat",0.04,0.76,0.11,0.09
"BU05690008","in het Noorden",0.12,0.64,0.22,0.03
"BU05690004","Achttienhoven",0.00,0.83,0.04,0.12
"BU05690005","Uitbreiding dorpskern Noorden",0.19,0.45,0.33,0.03
"BU06060106","Newtonbuurt",0.20,0.31,0.45,0.04
"BU05690104","Vrouwenakker",0.00,0.79,0.02,0.19
"BU05690109","in het Noorden",0.00,0.88,0.04,0.08
"BU05690200","Zevenhoven",0.11,0.54,0.32,0.04
"BU05690201","Noordse Dorp",0.06,0.56,0.06,0.32
"BU05690202","Recreatiegebied",0.12,0.81,0.07,0.00
"BU05690203","Noordse Buurt",0.14,0.83,0.03,0.00
"BU05690208","in het Westen",0.03,0.80,0.07,0.10
"BU05690305","Ter Aar-Centrum (voorheen Aardam)",0.16,0.47,0.32,0.04
"BU05690300","Ter Aar (buitengebied)",0.12,0.67,0.09,0.12
"BU06060307","Oranjekwartier",0.10,0.40,0.34,0.16
"BU05690301","Langeraar",0.09,0.61,0.17,0.13
"BU05750000","Dorpskern",0.14,0.48,0.32,0.06
"BU05690302","Papenveer",0.03,0.77,0.05,0.14
"BU05750001","Beeklaan-kwartier",0.13,0.47,0.34,0.06
"BU05790021","Haaswijk-West",0.12,0.43,0.36,0.09
"BU05690309","Ter Aar",0.01,0.92,0.01,0.07
"BU05750004","Estec",0.00,0.28,0.72,0.00
"BU05850102","Stougjesdijk (gedeeltelijk)",0.08,0.57,0.09,0.26
"BU05750002","Boerenburg en Grashoek",0.14,0.44,0.35,0.07
"BU05790002","Rijnfront",0.13,0.66,0.15,0.06
"BU05750100","Dorpskern",0.14,0.34,0.48,0.04
"BU05750101","Villawijk-Zuid",0.09,0.58,0.26,0.07
"BU05850104","Uitbreiding Dorp",0.12,0.58,0.23,0.07
"BU06130310","Poortugaal-Centrum",0.14,0.48,0.36,0.02
"BU05790012","Oudenhof",0.07,0.52,0.34,0.07
"BU05790013","Bloemenbuurt",0.18,0.38,0.42,0.02
"BU05850101","Westdijk",0.02,0.88,0.04,0.05
"BU05760002","Grote Zilk",0.12,0.63,0.20,0.05
"BU05850200","Westmaas",0.10,0.64,0.25,0.01
"BU05750102","De Noord",0.16,0.43,0.34,0.08
"BU07850918","Kruiden",0.14,0.45,0.35,0.06
"BU05760001","Kleine Zilk",0.08,0.79,0.01,0.12
"BU05850402","Bebouwde Kom Plan Dorp",0.13,0.50,0.36,0.02
"BU05790014","Voscuyl",0.12,0.54,0.29,0.05
"BU05790011","Oranje Nassau",0.05,0.50,0.43,0.03
"BU05760008","ten zuiden van de gemeente",0.08,0.80,0.04,0.09
"BU05840002","Oosterse Gorzenwijk",0.12,0.40,0.39,0.08
"BU05760009","in het Centrum",0.08,0.75,0.05,0.13
"BU05790001","Rhijngeest",0.13,0.59,0.18,0.10
"BU05850403","Bebouwde Kom Plan Oudeland",0.18,0.46,0.34,0.01
"BU16740801","Borchwerf-Zuid",0.01,0.85,0.05,0.09
"BU05790003","Buitengebied",0.07,0.73,0.12,0.08
"BU05840003","Centrum-Noord",0.17,0.39,0.43,0.01
"BU05850405","Plan De Grienden",0.19,0.36,0.39,0.06
"BU06030962","Eikelenburg",0.06,0.52,0.32,0.09
"BU05790022","Haaswijk-Oost",0.11,0.41,0.41,0.07
"BU05790023","De Morsebel",0.11,0.38,0.45,0.06
"BU05840004","Croonenburghwijk",0.13,0.52,0.34,0.02
"BU05850406","Plan Zijdewinde",0.14,0.50,0.37,0.00
"BU05790024","Poelgeest",0.14,0.46,0.31,0.09
"BU05840001","Bedrijventerrein De Bosschen",0.06,0.79,0.04,0.10
"BU05840009","Spuioeverwijk",0.11,0.53,0.26,0.10
"BU05840010","Bedrijventerrein Langeweg Rembrandtstraat",0.05,0.76,0.04,0.14
"BU05850400","Bebouwde Kom oud gedeelte",NULL,NULL,NULL,NULL
"BU05840011","Poortwijk",0.12,0.48,0.31,0.09
"BU05840012","Zinkweg buurtschap",0.06,0.91,0.02,0.02
"BU05840013","Landelijk gebied",0.06,0.76,0.03,0.15
"BU05850000","Heinenoord",0.13,0.67,0.18,0.02
"BU05880302","Zuidzijde (gedeeltelijk)",0.04,0.88,0.00,0.07
"BU05850009","Heinenoord",0.08,0.86,0.01,0.05
"BU05850100","Mijnsheerenland",0.13,0.53,0.29,0.05
"BU06420602","Vogelbuurt-Oost",0.11,0.48,0.36,0.05
"BU06060402","Eilandenbuurt",0.18,0.31,0.47,0.04
"BU06130311","Poortugaal Zuid",0.16,0.45,0.36,0.04
"BU05850108","Westmaas-Nieuwlandse polder",0.02,0.94,0.02,0.02
"BU05850201","Greup",0.01,0.89,0.01,0.09
"BU05850109","Moerkerken",0.07,0.85,0.02,0.06
"BU06130414","Rhoon-Centrum",0.10,0.52,0.33,0.04
"BU05850208","polder Munnikenland",0.01,0.80,0.04,0.15
"BU06060308","Haverschmidtkwartier",0.11,0.37,0.44,0.09
"BU05850408","in het Zuidoosten",0.01,0.98,0.01,0.00
"BU06130415","Ghijseland",0.08,0.50,0.36,0.06
"BU05850209","in het Westen",0.02,0.85,0.05,0.07
"BU05850304","Bungalow plan",0.07,0.75,0.15,0.03
"BU05850307","Bedrijfsterreinen",0.21,0.63,0.02,0.14
"BU05850300","Maasdam",0.08,0.76,0.11,0.05
"BU05850301","Cillaarshoek (gedeeltelijk)",0.06,0.91,0.04,0.00
"BU05850302","Sint Anthoniepolder",0.04,0.94,0.01,0.00
"BU05850303","Maasdam nieuwbouw",0.09,0.63,0.25,0.04
"BU05850409","Suikerfabriek en verspreide huizen Noordwesten",0.04,0.94,0.02,0.00
"BU05850500","'s-Gravendeel",0.13,0.58,0.24,0.05
"BU05850504","Mijlpolder",0.05,0.87,0.04,0.04
"BU05850309","Maasdam",0.12,0.72,0.07,0.08
"BU05850501","Boendersweg-Strijensedijk (gedeeltelijk)",0.06,0.83,0.05,0.06
"BU05850503","Schenkeldijk",0.06,0.81,0.13,0.00
"BU06060401","Noletbuurt",0.16,0.31,0.52,0.00
"BU05850505","Groot en Klein Koninkrijk",0.00,0.12,0.49,0.39
"BU05850506","Schuilingen",0.09,0.52,0.36,0.04
"BU05850509","'s-Gravendeel",0.01,0.91,0.04,0.05
"BU05880000","Nieuw-Beijerland",0.11,0.54,0.29,0.05
"BU06060309","Distillateursbuurt",0.14,0.51,0.28,0.07
"BU05880009","Nieuw-Beijerland",0.00,0.82,0.02,0.16
"BU05880100","Piershil",0.09,0.61,0.27,0.04
"BU05880103","Zwartsluisje (gedeeltelijk)",0.08,0.92,0.00,0.00
"BU05880109","Piershil",0.02,0.85,0.04,0.09
"BU05880200","Goudswaard",0.10,0.60,0.29,0.00
"BU06031083","Pasgeld",0.12,0.31,0.33,0.24
"BU05880202","Oudendijk",0.04,0.96,0.00,0.00
"BU05880208","Eiland Tiengemeten (gedeeltelijk)",0.00,0.35,0.65,0.00
"BU05880300","Zuid-Beijerland",0.12,0.59,0.27,0.02
"BU05880301","Zwartsluisje (gedeeltelijk)",0.03,0.90,0.00,0.07
"BU05880201","Nieuwendijk (gedeeltelijk)",0.22,0.76,0.03,0.00
"BU05890101","Kern Hekendorp",0.14,0.52,0.34,0.01
"BU05890102","Hekendorpse buurt",0.00,0.95,0.01,0.04
"BU05890201","Kern Oudewater",0.14,0.49,0.30,0.06
"BU05900006","Oosteind en De Kooy",0.10,0.57,0.22,0.11
"BU05890205","Kern Hoenkoop",0.09,0.48,0.37,0.06
"BU05890202","de Noort syde",0.18,0.45,0.33,0.04
"BU05890211","Hoenkoopse buurt",0.01,0.86,0.00,0.13
"BU06031084","Haantje",0.07,0.69,0.15,0.09
"BU06140000","Rockanje",0.10,0.57,0.31,0.01
"BU05890301","Kern Papekop",0.09,0.67,0.15,0.09
"BU05890203","Brede dijk",0.13,0.41,0.39,0.07
"BU05890204","Klein Hekendorp",0.14,0.45,0.39,0.01
"BU05890302","Diemerbroek",0.01,0.93,0.00,0.05
"BU05890401","Snelrewaard",0.02,0.92,0.06,0.00
"BU06060404","Maasboulevard",0.14,0.43,0.38,0.05
"BU06140001","Helhoek",0.00,0.84,0.04,0.12
"BU05890206","Markveld",0.05,0.12,0.84,0.00
"BU06060905","De Gaarden/Sveafors",0.11,0.50,0.23,0.15
"BU07570207","Vrilkhoven",0.00,0.92,0.02,0.06
"BU06060302","Schrijversbuurt",0.16,0.33,0.48,0.02
"BU06140002","Strijpe",0.00,0.82,0.01,0.16
"BU05900001","Westpolder",0.15,0.36,0.41,0.08
"BU07570206","Hezelaar",0.00,1.00,0.00,0.00
"BU08280501","De Winkel",0.01,0.88,0.00,0.11
"BU05900002","Molenvliet",0.09,0.48,0.34,0.10
"BU05900003","Kraaihoek",0.14,0.34,0.45,0.07
"BU06100207","Staatsliedenbuurt",0.09,0.45,0.39,0.07
"BU05890207","Groenbuffer noord",0.09,0.40,0.51,0.00
"BU06060303","Fabribuurt",0.16,0.30,0.49,0.05
"BU05990329","Schiemond",0.08,0.28,0.58,0.07
"BU05890208","Tappersheul",0.19,0.72,0.06,0.03
"BU05992705","Noordzeeweg",0.03,0.49,0.14,0.34
"BU06030434","Te Werve",0.10,0.39,0.42,0.08
"BU05890209","Klein Hekendorp buitengebied",0.06,0.92,0.03,0.00
"BU05890210","Rozendaal",0.01,0.69,0.01,0.29
"BU05890212","Willeskop",0.00,0.71,0.00,0.29
"BU05900004","Middenpolder",0.11,0.47,0.36,0.05
"BU07570208","Kasteren en Berg",0.00,0.98,0.02,0.01
"BU05900008","Vriesenpolder",0.03,0.87,0.07,0.03
"BU06100104","Benedenveer",0.15,0.36,0.40,0.09
"BU06100208","Winklerplein-Noord",0.12,0.40,0.45,0.03
"BU06030851","Overvoorde",0.05,0.38,0.46,0.11
"BU05970400","Drievliet",0.12,0.50,0.33,0.04
"BU06030392","Broekpolder",0.07,0.51,0.23,0.19
"BU08551702","Westend",0.11,0.43,0.41,0.05
"BU18950502","Nieuweschans Nieuwbouw",0.10,0.68,0.21,0.01
"BU05970200","West",0.09,0.58,0.28,0.05
"BU05970300","Oost",0.09,0.62,0.24,0.05
"BU05970500","Het Zand",0.15,0.51,0.33,0.02
"BU05970600","Slikkerveer",0.12,0.48,0.35,0.05
"BU05970700","Bolnes",0.12,0.57,0.27,0.04
"BU05970800","Rijsoord",0.03,0.80,0.07,0.10
"BU06060906","De Vlinderhoven/Sveaholm",0.10,0.40,0.38,0.12
"BU17220100","Hallum",0.09,0.63,0.26,0.02
"BU05970900","Oostendam",0.02,0.87,0.07,0.04
"BU06030222","Bomenbuurt",0.14,0.38,0.43,0.05
"BU05990328","Witte Dorp",0.10,0.37,0.54,0.00
"BU05971100","Verenambacht",0.24,0.61,0.10,0.04
"BU05990455","Zestienhoven",0.12,0.54,0.25,0.09
"BU05990456","Overschie",0.10,0.51,0.34,0.05
"BU06030224","Rembrandtkwartier",0.14,0.43,0.38,0.05
"BU17420402","Vletgaarsmaten",0.17,0.80,0.00,0.03
"BU05971200","Cornelisland",0.05,0.88,0.03,0.05
"BU06030225","Havenkwartier",0.13,0.39,0.39,0.09
"BU05990457","Landzicht",0.09,0.48,0.43,0.00
"BU06060907","De Akkers en De Velden",0.14,0.43,0.33,0.10
"BU05990111","Oude Westen",0.10,0.29,0.59,0.03
"BU06030641","Spoorzicht",0.02,0.43,0.42,0.13
"BU06100211","Buitenuitbreiding-Oost",NULL,NULL,NULL,NULL
"BU06030431","Julianapark",0.09,0.37,0.43,0.12
"BU06030432","Huis te Lande",0.08,0.49,0.37,0.06
"BU08280503","De Geer",0.00,0.99,0.00,0.01
"BU09956666","Het Ravelijn Ziekenhuisweg",0.21,0.52,0.22,0.04
"BU05990322","Tussendijken",0.13,0.27,0.59,0.01
"BU05990660","Schiebroek",0.09,0.42,0.43,0.06
"BU05990661","Hillegersberg Zuid",0.14,0.46,0.36,0.05
"BU05990112","Cool",0.07,0.23,0.66,0.03
"BU05990532","Blijdorp",0.11,0.38,0.45,0.06
"BU06060603","Staatsliedenbuurt",0.16,0.41,0.40,0.03
"BU05990113","Cs Kwartier",0.05,0.34,0.54,0.07
"BU05990515","Agniesebuurt",0.11,0.31,0.52,0.05
"BU05990118","Nieuwe Werk",0.07,0.43,0.45,0.06
"BU05990516","Provenierswijk",0.14,0.35,0.47,0.04
"BU06030581","Plaspoelpolder",0.10,0.52,0.28,0.10
"BU05990119","Dijkzigt",0.03,0.41,0.49,0.07
"BU06030633","Stationskwartier",0.08,0.37,0.47,0.08
"BU06060604","Vakbondsliedenbuurt",0.14,0.46,0.35,0.05
"BU06100301","Vogelbuurt-Noord",0.14,0.42,0.38,0.07
"BU05990320","Delfshaven",0.12,0.34,0.51,0.04
"BU06030771","Muziekbuurt",0.09,0.49,0.35,0.06
"BU06060304","Frankenland",0.15,0.31,0.52,0.02
"BU06100302","Vogelbuurt-Zuid",0.11,0.46,0.42,0.01
"BU17220201","Wanswerd",0.13,0.73,0.11,0.02
"BU05990558","Blijdorpsepolder",0.18,0.39,0.37,0.07
"BU05991017","Kop van Zuid",0.04,0.24,0.66,0.06
"BU08280600","Staatsliedenbuurt",0.12,0.47,0.35,0.07
"BU06060606","Schiehart",0.14,0.46,0.35,0.05
"BU06060607","Nolensbuurt",0.14,0.33,0.48,0.05
"BU05990321","Bospolder",0.11,0.28,0.60,0.01
"BU06030772","Wilhelminapark",0.06,0.53,0.27,0.14
"BU06060305","Liduinabuurt",0.13,0.43,0.33,0.11
"BU06060608","Wibautbuurt",0.12,0.34,0.47,0.07
"BU06100306","Rivierdijk-Midden",0.14,0.46,0.23,0.17
"BU05990323","Spangen",0.11,0.30,0.56,0.04
"BU05990662","Hillegersberg Noord",0.10,0.37,0.45,0.08
"BU05990664","Terbregge",0.06,0.67,0.22,0.05
"BU05990324","Nieuwe Westen",0.12,0.30,0.53,0.06
"BU06110101","Oude Sluis",0.03,0.87,0.01,0.09
"BU06060605","Hollandiabuurt",0.21,0.36,0.36,0.06
"BU06100303","Middenveer",0.15,0.29,0.47,0.08
"BU05990325","Middelland",0.13,0.32,0.51,0.04
"BU06030642","Kleurenbuurt",0.11,0.37,0.44,0.08
"BU06030643","Artiestenbuurt",0.15,0.38,0.41,0.07
"BU06140003","Stuifakker",0.03,0.86,0.05,0.05
"BU05990327","Oud Mathenesse",0.12,0.36,0.43,0.09
"BU17230200","Galder",0.07,0.59,0.34,0.00
"BU05990451","Kleinpolder",0.09,0.50,0.35,0.05
"BU06100102","Baanhoek-Bedrijven",0.22,0.66,0.11,0.02
"BU06030852","Strijp",0.15,0.42,0.37,0.06
"BU05991081","Bloemhof",0.13,0.34,0.51,0.02
"BU06420514","Bloemenbuurt H(yacinth) - L(Obelia)",0.08,0.53,0.34,0.05
"BU05991087","Feijenoord",0.14,0.26,0.58,0.01
"BU08280704","Hazenkamp",0.10,0.49,0.34,0.07
"BU05990452","Noord Kethel",0.02,0.30,0.36,0.31
"BU05990454","Schieveen",0.02,0.71,0.24,0.04
"BU05990531","Bergpolder",0.11,0.42,0.43,0.04
"BU05991085","Katendrecht",0.11,0.26,0.61,0.02
"BU06060908","Sveaborg en -Dal",0.15,0.43,0.35,0.06
"BU05990534","Liskwartier",0.12,0.37,0.45,0.06
"BU05990535","Oude Noorden",0.12,0.33,0.52,0.03
"BU06100103","De Weren",0.11,0.39,0.31,0.19
"BU06420515","Bloemenbuurt A(kelei)",0.03,0.65,0.21,0.11
"BU06100304","Rivierdijk-West",0.10,0.65,0.22,0.03
"BU05990665","Molenlaankwartier",0.04,0.46,0.45,0.05
"BU05992308","Maasvlakte",0.11,0.80,0.03,0.06
"BU19000000","Bolsward binnen De Wallen",0.13,0.54,0.31,0.02
"BU05990814","Rubroek",0.12,0.29,0.54,0.06
"BU06060704","Groenoord-Noord",0.20,0.41,0.32,0.06
"BU05990836","Nieuw Crooswijk",0.10,0.38,0.49,0.03
"BU05990837","Oud Crooswijk",0.11,0.28,0.55,0.05
"BU05990841","Kralingen West",0.13,0.29,0.54,0.05
"BU05990842","Kralingen Oost",0.13,0.40,0.42,0.05
"BU05990843","Kralingse Bos",0.08,0.38,0.41,0.14
"BU05990845","De Esch",0.17,0.44,0.34,0.05
"BU06100305","De Grienden",0.12,0.49,0.32,0.07
"BU05990847","Struisenburg",0.15,0.40,0.41,0.04
"BU06060705","Kethel-dorp",0.12,0.47,0.37,0.04
"BU06100307","Rivierdijk-Oost",0.05,0.60,0.19,0.17
"BU05991079","Kop van Zuid - Entrepot",0.12,0.23,0.61,0.04
"BU05991080","Vreewijk",0.10,0.35,0.49,0.06
"BU06100401","Het Buitengebied",0.00,0.91,0.01,0.09
"BU05991082","Hillesluis",0.12,0.33,0.52,0.04
"BU06030854","Ministerbuurt",0.05,0.47,0.42,0.06
"BU06100404","Bedrijventerrein Stationspark",0.19,0.58,0.20,0.03
"BU05991086","Afrikaanderwijk",0.10,0.28,0.58,0.04
"BU06030853","Presidentenbuurt",0.13,0.47,0.33,0.07
"BU19480428","Oude ontginning",0.00,0.92,0.01,0.07
"BU05991088","Noordereiland",0.13,0.36,0.48,0.03
"BU05991284","Lombardijen",0.11,0.39,0.44,0.06
"BU05991289","Groot IJsselmonde",0.10,0.43,0.41,0.05
"BU05991290","Beverwaard",0.18,0.30,0.47,0.05
"BU05991391","Pernis",0.07,0.41,0.47,0.05
"BU05991444","'s Gravenland",0.09,0.59,0.27,0.04
"BU05991446","Kralingseveer",0.03,0.72,0.17,0.07
"BU05991448","Prinsenland",0.11,0.42,0.41,0.06
"BU05991449","Het Lage Land",0.13,0.45,0.39,0.03
"BU06030961","Stervoorde",0.14,0.37,0.44,0.04
"BU07960704","Broekland",0.17,0.49,0.28,0.06
"BU05991463","Ommoord",0.12,0.41,0.40,0.07
"BU05991466","Zevenkamp",0.14,0.34,0.47,0.05
"BU06060706","Vogelbuurt",0.08,0.55,0.30,0.08
"BU06060707","Tuindorp",0.07,0.73,0.19,0.01
"BU07700101","De Donksbergen",0.01,0.83,0.11,0.05
"BU05992704","Rozenburg",0.10,0.44,0.40,0.06
"BU06031194","Vrijenban",0.16,0.51,0.27,0.06
"BU06030963","Hoekpolder",0.07,0.43,0.38,0.12
"BU06110100","Klaaswaal",0.12,0.63,0.22,0.03
"BU05991467","Oosterflank",0.20,0.33,0.40,0.06
"BU06060801","Spaanse Polder",0.18,0.51,0.29,0.02
"BU06110004","Numansdorp",0.15,0.47,0.34,0.04
"BU07700102","Bedrijventerrein Duizel",0.03,0.81,0.09,0.07
"BU05991468","Nesselande",0.09,0.43,0.40,0.09
"BU05991570","Charlois Zuidrand",0.04,0.73,0.18,0.05
"BU07570200","Liempde",0.09,0.68,0.22,0.00
"BU05991571","Tarwewijk",0.14,0.34,0.47,0.05
"BU05991572","Carnisse",0.18,0.35,0.47,0.00
"BU06420601","IJsvogelplein",0.19,0.43,0.34,0.04
"BU05991573","Zuidwijk",0.09,0.34,0.51,0.06
"BU06200101","Industrieterrein Hagestein",0.04,0.92,0.03,0.01
"BU05991574","Oud Charlois",0.11,0.37,0.48,0.04
"BU05991575","Wielewaal",0.01,0.70,0.29,0.00
"BU06030111","Cromvliet",0.17,0.31,0.47,0.06
"BU06030112","Leeuwendaal",0.15,0.44,0.38,0.03
"BU05991576","Zuidplein",0.09,0.44,0.40,0.07
"BU06030221","Oud-Rijswijk",0.16,0.34,0.47,0.03
"BU06140100","Oostvoorne",0.09,0.56,0.30,0.05
"BU05991577","Pendrecht",0.12,0.31,0.52,0.04
"BU05991578","Zuiderpark",0.12,0.30,0.48,0.10
"BU06030223","Welgelegen",0.11,0.35,0.43,0.12
"BU06140101","De Waranda",0.00,1.00,0.00,0.00
"BU06140102","Kruiningergors",0.00,0.92,0.02,0.05
"BU05991593","Heijplaat",0.08,0.41,0.47,0.03
"BU05991692","Hoogvliet Noord",0.08,0.51,0.35,0.06
"BU05991699","Hoogvliet Zuid",0.12,0.35,0.46,0.06
"BU05991701","Strand en Duin",0.14,0.34,0.44,0.07
"BU05991702","Dorp",0.12,0.40,0.41,0.07
"BU06060901","Toneelspelersbuurt",0.14,0.45,0.30,0.10
"BU07721233","Sintenbuurt",0.11,0.43,0.42,0.04
"BU05991853","Spaanse Polder",0.14,0.58,0.22,0.06
"BU06030391","Hoornwijck",0.06,0.52,0.25,0.18
"BU05991703","Rijnpoort",0.18,0.64,0.06,0.12
"BU06060000","Buurt 00",0.06,0.34,0.57,0.03
"BU06060101","Stadserf",0.10,0.43,0.39,0.08
"BU05991926","Nieuw Mathenesse",0.14,0.62,0.21,0.03
"BU05992194","Waalhaven",0.15,0.62,0.18,0.05
"BU05992196","Eemhaven",0.02,0.90,0.02,0.06
"BU05992198","Waalhaven Zuid",0.13,0.67,0.15,0.06
"BU05992295","Vondelingenplaat",0.08,0.86,0.02,0.04
"BU06060902","Ambachtenbuurt",0.10,0.54,0.26,0.09
"BU05992306","Botlek",0.07,0.86,0.02,0.05
"BU05992307","Europoort",0.07,0.86,0.01,0.05
"BU05992459","Bedrijvenpark Noord-West",0.08,0.67,0.16,0.10
"BU06031064","Sion",0.11,0.64,0.17,0.08
"BU06060803","Polderwetering",0.02,0.59,0.11,0.28
"BU05992540","Rivium",0.17,0.41,0.31,0.11
"BU05992650","Bedrijventerrein Schieveen",0.00,0.92,0.01,0.07
"BU06031082","Elsenburg",0.03,0.56,0.28,0.13
"BU06031193","Kraayenburg",0.02,0.54,0.18,0.26
"BU06060102","Natuurkundigenbuurt",0.13,0.28,0.58,0.01
"BU06060602","Spieringshoek",0.08,0.26,0.58,0.08
"BU06060107","Rotterdamsedijk",0.16,0.34,0.41,0.08
"BU06060201","Brandersbuurt",0.15,0.48,0.37,0.00
"BU06060202","Walvisbuurt",0.19,0.48,0.30,0.03
"BU06060203","De Plantage",0.12,0.34,0.46,0.09
"BU06060405","Havenbuurt",0.13,0.68,0.13,0.06
"BU06060500","Nieuw-Mathenesse",0.21,0.48,0.28,0.03
"BU06060701","Parkenbuurt/Bijdorp",0.08,0.64,0.20,0.09
"BU06060702","Groenoord-Zuid",0.05,0.77,0.15,0.03
"BU06060703","Groenoord-Midden",0.14,0.53,0.27,0.06
"BU06060903","Kastelenbuurt",0.13,0.45,0.35,0.07
"BU06060802","'s-Gravelandsepolder",0.17,0.61,0.17,0.04
"BU06060909","Noordkethelpolder",0.01,0.68,0.10,0.21
"BU06100105","Baanhoek-Oost",0.02,0.67,0.21,0.10
"BU06140103","Tinte",0.02,0.92,0.04,0.03
"BU06100101","Baanhoek-West",0.14,0.57,0.25,0.05
"BU06100203","Kerkbuurt-West",0.12,0.50,0.38,0.00
"BU06100106","Prickwaert en Weresteijn",0.11,0.24,0.50,0.15
"BU06100107","De Hoven",0.14,0.32,0.43,0.11
"BU06100108","Molendijk",0.12,0.72,0.15,0.01
"BU06100109","Bedrijventerrein Het Plaatje",0.00,1.00,0.00,0.00
"BU06100403","Bedrijventerrein Nijverwaard",0.13,0.71,0.10,0.05
"BU06100406","Bedrijventerrein Noordoost-Kwadrant",0.04,0.76,0.12,0.08
"BU06110000","Nieuwbouw Dorp",0.11,0.54,0.28,0.07
"BU06110001","Middelsluis",0.15,0.69,0.10,0.06
"BU06110003","Schuring",0.03,0.85,0.11,0.00
"BU07772006","Grauwe Polder 3",0.14,0.49,0.33,0.04
"BU07860006","Industrieterrein Wisseveld",0.17,0.72,0.06,0.05
"BU06110108","West",0.01,0.99,0.00,0.00
"BU06130101","Valckesteyn",0.14,0.43,0.35,0.08
"BU06130104","Buitengebied Poortugaal",0.05,0.64,0.29,0.01
"BU06130205","Rhoon Noord",0.10,0.61,0.20,0.09
"BU06110109","Oost",0.01,0.98,0.01,0.00
"BU06130623","Driehoek",0.17,0.41,0.36,0.06
"BU06541201","Ovezande (Kern)",0.10,0.56,0.32,0.02
"BU06130207","Buitengebied Rhoon-Noord",0.01,0.76,0.04,0.19
"BU06130312","Polder Albrandswaard",0.15,0.51,0.21,0.13
"BU06130313","Kijvelanden",0.07,0.58,0.20,0.16
"BU06130420","Buitengebied Rhoon-Zuid",0.01,0.93,0.00,0.07
"BU06130521","Portland-Koedoodzone",0.06,0.59,0.16,0.19
"BU06130522","Buitengebied",0.05,0.67,0.14,0.14
"BU06130625","Wijkpark Portland",0.01,0.43,0.39,0.17
"BU06130706","Distripark",0.19,0.66,0.10,0.06
"BU06170001","Strijen-Centrum",0.18,0.53,0.29,0.00
"BU06170002","Oranjewijk",0.16,0.51,0.31,0.02
"BU06420206","Voormalig veilingterrein",0.20,0.38,0.34,0.08
"BU06170003","Land van Essche",0.13,0.71,0.15,0.00
"BU06170004","Over de Keen",NULL,NULL,NULL,NULL
"BU19030203","'t Rooth",0.02,0.98,0.00,0.00
"BU06170009","Mookhoek",0.11,0.79,0.10,0.00
"BU06200107","in het Oosten",0.00,0.94,0.05,0.00
"BU06270302","Oranjewijk Noord",0.18,0.36,0.38,0.09
"BU06170010","Cillaarshoek",0.01,0.85,0.05,0.08
"BU06200004","Industrieterrein Vianen",0.12,0.76,0.04,0.08
"BU06200200","Everdingen",0.09,0.65,0.25,0.01
"BU06170011","Klem",0.01,0.92,0.01,0.06
"BU06170012","Buitengebied-Zuid",0.01,0.90,0.04,0.06
"BU06170013","Buitengebied-West",0.00,0.90,0.04,0.06
"BU06290102","Oostdorp",0.14,0.48,0.35,0.03
"BU06200108","in het Noorden",0.07,0.76,0.11,0.06
"BU06170014","Buitengebied-Oost",0.01,0.90,0.03,0.06
"BU06220304","Deltagebied",0.17,0.60,0.11,0.12
"BU06320101","Binnenstad",0.07,0.38,0.48,0.06
"BU06200000","Oude Stad",0.13,0.55,0.30,0.02
"BU06200001","Zederik",0.11,0.51,0.32,0.07
"BU06200002","De Hagen",0.09,0.55,0.33,0.02
"BU06200003","Vijfheerenlanden",0.15,0.34,0.46,0.05
"BU06200007","Helsdingen",0.04,0.88,0.01,0.06
"BU06200109","in het Zuidwesten",0.00,0.96,0.02,0.03
"BU06270104","Peter Zuidlaan en Horstenbuurt",0.20,0.41,0.33,0.06
"BU06320801","Zegveld (dorp)",0.12,0.47,0.36,0.05
