bu_naam;parkeren_pct;auto_pct;voet_pct;fiets_pct
Hemen;0.20;0.49;0.31;0.00
Waterbuurt;0.12;0.40;0.41;0.07
De Engel;0.29;0.45;0.22;0.03
Marlot;0.03;0.52;0.37;0.08
Leerdam-West;0.13;0.53;0.32;0.02
Rhoon-Zuidoost;0.15;0.48;0.35;0.02
Esse Hoog;0.12;0.63;0.21;0.04
Burgen en Horsten;0.18;0.37;0.38;0.07
Vertobuurt;0.17;0.38;0.39;0.06
Haagweg-Zuid;0.14;0.44;0.38;0.04
De Rivieren;0.06;0.79;0.09;0.06
Levendaal-Oost;0.07;0.42;0.41;0.09
Rivierenbuurt-Zuid;0.14;0.39;0.45;0.03
Burgemeesterswijk;0.13;0.48;0.37;0.02
Bezuidenhout-West;0.13;0.42;0.40;0.05
De Lanen;0.14;0.41;0.39;0.06
De Velden;0.17;0.35;0.41;0.07
Bezuidenhout-Midden;0.10;0.37;0.47;0.06
Vossepolder;0.15;0.46;0.31;0.09
Bezuidenhout-Oost;0.10;0.42;0.41;0.07
Patrimonium;0.23;0.45;0.27;0.05
Olympiakwartier;0.16;0.44;0.37;0.03
Binnengouw;0.16;0.45;0.36;0.02
Huygenspark;0.09;0.26;0.61;0.04
Schilderskwartier;0.20;0.40;0.40;0.00
De Camp;0.07;0.37;0.53;0.03
Etten;0.14;0.60;0.22;0.03
Rivierenbuurt-Noord;0.07;0.40;0.48;0.06
Kortenbos;0.11;0.29;0.55;0.05
Voorhout;0.11;0.25;0.60;0.04
Bedrijventerrein Horst ten Daal;0.16;0.68;0.09;0.07
Bedrijventerrein Treslong;0.16;0.54;0.16;0.14
Vredeoord;0.11;0.70;0.16;0.03
Uilebomen;0.05;0.26;0.65;0.04
Zuidwal;0.09;0.23;0.64;0.04
Leidsestraat;0.19;0.48;0.23;0.10
Professorenwijk-West;0.14;0.41;0.41;0.05
Schildersbuurt-West;0.13;0.32;0.50;0.05
De Sandeling;0.17;0.46;0.29;0.08
Buitenuitbreiding-West;0.21;0.39;0.40;0.00
Schildersbuurt-Noord;0.13;0.29;0.55;0.03
Ambachtszone;0.06;0.85;0.05;0.05
Zuidhoek;0.10;0.48;0.38;0.04
Noord;0.12;0.61;0.23;0.04
De Vissen;0.14;0.40;0.40;0.06
Marewijk;0.10;0.38;0.50;0.03
Transvaalkwartier-Noord;0.17;0.28;0.49;0.06
Goudhoek;0.11;0.51;0.37;0.02
Gasthuiswijk;0.16;0.48;0.31;0.06
Schildersbuurt-Oost;0.12;0.33;0.50;0.05
Volgerlanden-Oost;0.11;0.57;0.27;0.05
Fortuinwijk-Noord;0.10;0.40;0.45;0.05
Transvaalkwartier-Midden;0.10;0.23;0.63;0.04
Zuid-West;0.18;0.50;0.31;0.01
Elzenburg;0.03;0.92;0.01;0.05
Uitbreiding dorpskern Nieuwkoop;0.15;0.46;0.35;0.04
Rietbuurt;0.08;0.59;0.24;0.08
De Waard;0.15;0.49;0.32;0.04
Tolhoeck;0.16;0.35;0.33;0.16
Burgemeesterswijk;0.16;0.38;0.38;0.08
Oostbroek-Zuid;0.15;0.39;0.44;0.03
Leyenburg;0.15;0.38;0.40;0.07
Korteraar;0.09;0.82;0.05;0.05
Venen Oorden en Raden;0.13;0.30;0.51;0.06
De Peulen;0.10;0.66;0.16;0.08
Burgemeester Doornplein en omgeving;0.15;0.43;0.38;0.05
Zijden Steden en Zichten;0.11;0.35;0.47;0.06
Plan Zuid en Princenhof;0.13;0.48;0.31;0.08
in het Oosten en Zuiden;0.06;0.72;0.07;0.16
Dreven en Gaarden;0.09;0.39;0.44;0.08
Bosweide;0.03;0.71;0.17;0.09
Oostpolder;0.09;0.44;0.34;0.13
Centrumgebied-West;0.07;0.45;0.33;0.15
Rijnsoever-West;0.14;0.28;0.44;0.14
Morgenstond-Zuid;0.08;0.37;0.46;0.09
De Uithof;0.12;0.35;0.33;0.20
Piet Sandersbuurt;0.15;0.33;0.47;0.05
Laakhaven-Oost;0.11;0.31;0.52;0.06
Erasmus Veld;0.14;0.43;0.36;0.07
Rijnsoever-Oost;0.11;0.42;0.37;0.10
Morgenstond-West;0.15;0.30;0.51;0.04
Bloemenbuurt;0.15;0.31;0.44;0.10
Zuid;0.09;0.46;0.39;0.06
Oud- en Gerbrandyplein;0.27;0.42;0.30;0.01
Schildersbuurt;0.17;0.35;0.45;0.02
Morgenstond-Oost;0.09;0.33;0.52;0.06
Hoornes-West;0.11;0.45;0.36;0.08
Zuiderpark;0.05;0.30;0.51;0.13
Zuiderpark;0.15;0.46;0.35;0.03
Moerwijk-Oost;0.07;0.44;0.42;0.07
Elsbroekerpolder;0.07;0.68;0.12;0.14
Oostpolderwijk;0.18;0.48;0.34;0.00
Moerwijk-Noord;0.15;0.39;0.39;0.06
Zuid-Oost;0.06;0.51;0.37;0.05
Buitengebied Biervliet;0.01;0.87;0.02;0.10
Moerwijk-Zuid;0.06;0.45;0.42;0.07
Witte Hek;0.09;0.47;0.37;0.07
Driemanspolder;0.11;0.50;0.31;0.08
Groente- en Fruitmarkt;0.15;0.32;0.48;0.04
Rijnsoever-Noord;0.18;0.49;0.24;0.09
Kerkbuurt-Oost;0.10;0.28;0.62;0.00
Zonne Veld;0.15;0.35;0.42;0.07
Zanderij;0.14;0.49;0.29;0.08
Rijnsoever-Midden;0.15;0.28;0.37;0.21
Fortuinwijk-Zuid;0.10;0.41;0.39;0.10
Laakhaven-West;0.16;0.39;0.39;0.06
Noord-Oost;0.15;0.44;0.35;0.07
Transvaalbuurt;0.14;0.42;0.37;0.07
Spoorwijk;0.13;0.32;0.51;0.04
Tedingerbuurt;0.00;0.96;0.03;0.01
Kapelpolder;0.15;0.50;0.30;0.05
Staatsliedenbuurt-Zuid;0.15;0.41;0.38;0.06
Laakkwartier-West;0.11;0.42;0.45;0.02
Centrum;0.08;0.41;0.48;0.03
Stationsweg;0.10;0.46;0.33;0.11
Laakkwartier-Oost;0.14;0.36;0.46;0.04
Noordpolderbuurt;0.15;0.34;0.47;0.04
Hoornes-Oost;0.10;0.46;0.37;0.08
Kern Zuiddorpe;0.11;0.62;0.15;0.12
Binckhorst;0.15;0.45;0.34;0.06
Koningshoek;0.17;0.45;0.32;0.05
Pesthuiswijk;0.10;0.42;0.38;0.10
Hoge Veld;0.14;0.37;0.44;0.05
't Heen-Zuid;0.21;0.57;0.17;0.05
Bomendal;0.14;0.49;0.33;0.04
Hilverbeek en omgeving;0.10;0.45;0.39;0.06
in het Oosten;0.03;0.80;0.05;0.12
Gapinge;0.09;0.69;0.21;0.01
De Venen;0.15;0.49;0.28;0.08
Hurdegaryp;0.07;0.66;0.23;0.03
De Bras;0.14;0.54;0.25;0.07
Parkbuurt oosteinde;0.10;0.41;0.42;0.07
De Reef;0.10;0.66;0.09;0.15
't Heen-Noord;0.17;0.61;0.16;0.07
Vlietzoom-West;0.13;0.73;0.09;0.05
Vliegeniersbuurt;0.07;0.78;0.09;0.06
Sluispolder Oost;0.10;0.47;0.39;0.04
Randduin;0.07;0.75;0.14;0.05
Vlietzoom-Oost;0.04;0.76;0.08;0.12
Boven-Hardinxveld;0.09;0.66;0.16;0.09
Neder-Hardinxveld;0.08;0.65;0.19;0.07
Baak;0.05;0.70;0.13;0.12
Vogelbuurt;0.16;0.34;0.44;0.07
Het Balkon;0.16;0.46;0.31;0.07
Boskamp Kern;0.12;0.59;0.25;0.05
Groote Weergors;0.06;0.61;0.21;0.12
't Sandt;0.11;0.54;0.26;0.08
Olburgen;0.03;0.81;0.10;0.06
Buitengebied Westdorpe;0.00;0.83;0.13;0.04
Kern Zaamslag;0.11;0.56;0.30;0.02
Marinebuurt;0.15;0.41;0.36;0.08
Dorp;0.08;0.49;0.34;0.09
Ouderzorg inclusief De Houtkamp;0.11;0.46;0.39;0.04
Dichters- en Schrijversbuurt;0.15;0.43;0.36;0.06
Molenwijk;0.15;0.44;0.38;0.04
Hoevenseweg;0.14;0.51;0.31;0.04
Nieuw-Helvoet;0.12;0.56;0.32;0.00
Bloemen- en Plantenbuurt;0.11;0.50;0.38;0.01
Koestal;0.07;0.51;0.36;0.07
Kern Beneden-Leeuwen;0.12;0.62;0.24;0.03
Kulck-Noord;0.13;0.45;0.37;0.05
Overduin;0.07;0.54;0.36;0.03
Noordduinen;0.32;0.24;0.33;0.11
Biggekerke;0.07;0.64;0.24;0.05
Kulck-Zuid;0.17;0.29;0.47;0.08
Rijksstraatweg en omgeving;0.14;0.52;0.25;0.09
De Noord;0.14;0.37;0.41;0.08
Ter Beek;0.12;0.60;0.22;0.07
Dorp en Hoonaart;0.11;0.53;0.35;0.00
Leerdam-Oost;0.14;0.59;0.26;0.01
Schenkwijk;0.09;0.55;0.25;0.10
Boomgaard;0.03;0.96;0.00;0.01
Kern Oudenhoorn;0.08;0.62;0.30;0.00
Poldergebied Oudenhoorn;0.00;0.89;0.01;0.09
Nieuwenhoorn;0.12;0.50;0.27;0.11
Berkelsbroek;0.06;0.68;0.17;0.09
't Lange Land;0.03;0.82;0.09;0.05
Kanaalzicht;0.12;0.60;0.28;0.00
Componistenbuurt;0.15;0.47;0.31;0.07
De Ruiser;0.00;0.53;0.16;0.31
Wittens Hoeck;0.12;0.41;0.43;0.04
Gorsingen Hoeck;0.14;0.37;0.38;0.11
Tijsjesdijk;0.10;0.64;0.26;0.01
Bedrijventerrein Teylingen;0.08;0.59;0.24;0.09
Hooghen Hoeck;0.15;0.46;0.32;0.07
Hout Hoeffe;0.16;0.36;0.39;0.08
Koele Nacht;0.16;0.43;0.33;0.08
Morgen Stont;0.15;0.41;0.38;0.06
Vlotbrug;0.10;0.65;0.22;0.03
Out Jaar;0.14;0.41;0.31;0.14
Logendal;0.06;0.57;0.26;0.12
Nieuw gebied;0.11;0.52;0.34;0.02
Jagershoef;0.09;0.44;0.44;0.03
Kruis Hoeffe;0.13;0.44;0.39;0.04
Pieterswijk;0.10;0.39;0.50;0.01
Zijlkwartier;0.10;0.48;0.36;0.06
De Vogelwijk;0.17;0.40;0.41;0.01
Salem;0.11;0.44;0.37;0.08
Kruiswiel;0.11;0.50;0.35;0.04
Oud Bonaventura (bedrijfsterrein);0.09;0.78;0.01;0.12
Wagenzicht;0.12;0.43;0.35;0.10
Krommeweg-Noord;0.15;0.38;0.35;0.13
Wisselaar;0.10;0.51;0.38;0.02
Altena;0.13;0.44;0.39;0.05
Krommeweg-Zuid;0.16;0.35;0.35;0.14
Boxtel-Oost;0.11;0.46;0.37;0.06
Centrumgebied-Oost;0.24;0.43;0.27;0.06
Sancta Maria;0.02;0.91;0.06;0.01
Nieuw Veld;0.17;0.69;0.13;0.01
Kickers Bloem;0.06;0.82;0.08;0.04
Heliushaven;0.19;0.57;0.19;0.05
Pancras-West;0.12;0.44;0.41;0.03
Helvoirt;0.07;0.66;0.23;0.03
Poldergebied Nieuwenhoorn;0.06;0.90;0.01;0.04
Dorp;0.11;0.47;0.37;0.05
Pancras-Oost;0.15;0.37;0.42;0.05
Nieuwe waterweg;0.02;0.59;0.29;0.09
Volgerlanden-West;0.12;0.46;0.32;0.10
Noordwijkerhout;0.14;0.50;0.33;0.04
Noordoevers;0.03;0.88;0.04;0.05
Vogelbuurt;0.11;0.50;0.35;0.05
Sandelingen-Ambacht;0.03;0.75;0.10;0.12
Lutjebroek;0.08;0.63;0.25;0.04
Antoniapolder;0.14;0.61;0.14;0.11
Noordvest;0.17;0.40;0.34;0.09
Valkenburgse Meer;0.29;0.33;0.16;0.22
Kloosterhof en Oostersluis;0.12;0.59;0.22;0.06
d'Oude Morsch;0.05;0.27;0.66;0.02
De Polders;0.08;0.66;0.13;0.13
Bovenkarspel-Centrum;0.12;0.54;0.26;0.07
Midden;0.09;0.45;0.42;0.03
Vogelwijk;0.13;0.48;0.35;0.04
Broekerhaven;0.06;0.68;0.18;0.08
Havenwijk-Noord;0.08;0.40;0.49;0.03
Portland-Centrum;0.18;0.37;0.39;0.07
Buitengebied;0.05;0.81;0.05;0.08
Zuidduinen;0.09;0.39;0.45;0.07
en Nieuwkoop Plassengebied;0.06;0.64;0.19;0.11
Kortland-Noord;0.11;0.48;0.36;0.04
Overige verspreide huizen Valkenburg;0.00;0.99;0.00;0.01
Poortugaal;0.05;0.84;0.09;0.02
Groenoord;0.15;0.41;0.38;0.06
Oud Krimpen;0.16;0.55;0.26;0.03
Kortland-Zuid;0.09;0.50;0.36;0.05
Boveneind;0.13;0.49;0.32;0.05
Langeland;0.12;0.40;0.37;0.11
Stationskwartier;0.09;0.47;0.35;0.09
Lansingh-Zuid;0.12;0.40;0.34;0.13
Nieuwveen;0.13;0.63;0.20;0.04
Leerdam-Noord;0.14;0.50;0.33;0.04
Molenbuurt;0.06;0.35;0.49;0.09
Noorderkwartier;0.11;0.42;0.41;0.06
Centrum;0.24;0.35;0.36;0.04
Leerdam;0.09;0.74;0.08;0.10
Schoterveld;0.15;0.46;0.34;0.04
Schoonrewoerd;0.06;0.81;0.11;0.02
Taanschuurpolder;0.11;0.45;0.38;0.06
De Kooi;0.12;0.36;0.46;0.06
Tuinstadwijk;0.12;0.44;0.41;0.03
De Eilanden;0.20;0.41;0.37;0.01
Meerburg;0.09;0.49;0.37;0.05
Rijndijkbuurt;0.11;0.48;0.34;0.08
Klein Cronestein;0.04;0.70;0.13;0.13
Vreewijk;0.19;0.43;0.36;0.02
Verspreide huizen;0.04;0.70;0.18;0.08
Roomburg;0.07;0.60;0.21;0.12
Haagweg-Noord;0.13;0.45;0.35;0.07
Boshuizen;0.10;0.49;0.33;0.08
Oostvliet;0.01;0.89;0.06;0.04
Vogelenzang;NULL;NULL;NULL;NULL
Duinoord;0.00;0.74;0.26;0.00
Wetenschappersbuurt;0.14;0.54;0.26;0.06
Lage Mors;0.15;0.47;0.30;0.09
Leeuwenhoek;0.13;0.61;0.19;0.08
in het Westen;0.08;0.50;0.19;0.23
Hoge Mors;0.14;0.44;0.37;0.05
Monnikenhof en Amaliastein;0.12;0.54;0.27;0.07
Houtkwartier;0.14;0.47;0.33;0.06
Wilgendonk;0.11;0.51;0.29;0.09
Raadsherenbuurt;0.10;0.35;0.46;0.09
Vogelwijk;0.15;0.45;0.33;0.06
Zijlwijk-Zuid;0.09;0.59;0.24;0.08
Dobbewijk-Noord;0.14;0.31;0.35;0.21
Zijlwijk-Noord;0.11;0.55;0.22;0.12
De Horst en De Akker;0.02;0.78;0.13;0.08
Merenwijk-Centrum;0.17;0.36;0.37;0.10
Leedewijk-Zuid;0.17;0.43;0.28;0.12
Leedewijk-Noord;0.13;0.47;0.26;0.14
Bedrijventerrein Kerkerak;0.23;0.64;0.12;0.00
Dobbewijk-Zuid;0.15;0.34;0.39;0.13
Kerkwijk;0.10;0.53;0.31;0.06
Strijensas;0.18;0.37;0.41;0.04
Halfweg;0.17;0.65;0.07;0.12
Componistenwijk;0.18;0.38;0.41;0.03
Meer en Duin;0.40;0.44;0.11;0.05
Meerenburgh;0.22;0.40;0.34;0.04
Oranjewijk;0.21;0.38;0.35;0.05
Zeeheldenwijk;0.13;0.42;0.42;0.03
Bloemenwijk;0.15;0.48;0.32;0.05
Berkhout;0.14;0.50;0.31;0.05
Van Rijckevorsel;0.06;0.58;0.29;0.07
Schilderswijk;0.33;0.29;0.36;0.02
Dever;0.41;0.47;0.10;0.02
Geestwater;0.05;0.55;0.12;0.29
Vrouwenpolder;0.23;0.51;0.23;0.03
Roovers Broek;0.02;0.79;0.04;0.15
Steendijkpolder Noord;0.14;0.43;0.34;0.10
Steendijkpolder Zuid;0.12;0.36;0.40;0.12
Zuidbuurt;0.01;0.39;0.39;0.22
De Dijk;0.06;0.36;0.19;0.39
Wilgenrijk;0.04;0.80;0.08;0.08
Nieuwkoop;0.07;0.62;0.17;0.14
Woerdense Verlaat;0.04;0.76;0.11;0.09
in het Noorden;0.12;0.64;0.22;0.03
Achttienhoven;0.00;0.83;0.04;0.12
Uitbreiding dorpskern Noorden;0.19;0.45;0.33;0.03
Newtonbuurt;0.20;0.31;0.45;0.04
Vrouwenakker;0.00;0.79;0.02;0.19
in het Noorden;0.00;0.88;0.04;0.08
Zevenhoven;0.11;0.54;0.32;0.04
Noordse Dorp;0.06;0.56;0.06;0.32
Recreatiegebied;0.12;0.81;0.07;0.00
Noordse Buurt;0.14;0.83;0.03;0.00
in het Westen;0.03;0.80;0.07;0.10
Ter Aar-Centrum (voorheen Aardam);0.16;0.47;0.32;0.04
Ter Aar (buitengebied);0.12;0.67;0.09;0.12
Oranjekwartier;0.10;0.40;0.34;0.16
Langeraar;0.09;0.61;0.17;0.13
Dorpskern;0.14;0.48;0.32;0.06
Papenveer;0.03;0.77;0.05;0.14
Beeklaan-kwartier;0.13;0.47;0.34;0.06
Haaswijk-West;0.12;0.43;0.36;0.09
Ter Aar;0.01;0.92;0.01;0.07
Estec;0.00;0.28;0.72;0.00
Stougjesdijk (gedeeltelijk);0.08;0.57;0.09;0.26
Boerenburg en Grashoek;0.14;0.44;0.35;0.07
Rijnfront;0.13;0.66;0.15;0.06
Dorpskern;0.14;0.34;0.48;0.04
Villawijk-Zuid;0.09;0.58;0.26;0.07
Uitbreiding Dorp;0.12;0.58;0.23;0.07
Poortugaal-Centrum;0.14;0.48;0.36;0.02
Oudenhof;0.07;0.52;0.34;0.07
Bloemenbuurt;0.18;0.38;0.42;0.02
Westdijk;0.02;0.88;0.04;0.05
Grote Zilk;0.12;0.63;0.20;0.05
Westmaas;0.10;0.64;0.25;0.01
De Noord;0.16;0.43;0.34;0.08
Kruiden;0.14;0.45;0.35;0.06
Kleine Zilk;0.08;0.79;0.01;0.12
Bebouwde Kom Plan Dorp;0.13;0.50;0.36;0.02
Voscuyl;0.12;0.54;0.29;0.05
Oranje Nassau;0.05;0.50;0.43;0.03
ten zuiden van de gemeente;0.08;0.80;0.04;0.09
Oosterse Gorzenwijk;0.12;0.40;0.39;0.08
in het Centrum;0.08;0.75;0.05;0.13
Rhijngeest;0.13;0.59;0.18;0.10
Bebouwde Kom Plan Oudeland;0.18;0.46;0.34;0.01
Borchwerf-Zuid;0.01;0.85;0.05;0.09
Buitengebied;0.07;0.73;0.12;0.08
Centrum-Noord;0.17;0.39;0.43;0.01
Plan De Grienden;0.19;0.36;0.39;0.06
Eikelenburg;0.06;0.52;0.32;0.09
Haaswijk-Oost;0.11;0.41;0.41;0.07
De Morsebel;0.11;0.38;0.45;0.06
Croonenburghwijk;0.13;0.52;0.34;0.02
Plan Zijdewinde;0.14;0.50;0.37;0.00
Poelgeest;0.14;0.46;0.31;0.09
Bedrijventerrein De Bosschen;0.06;0.79;0.04;0.10
Spuioeverwijk;0.11;0.53;0.26;0.10
Bedrijventerrein Langeweg Rembrandtstraat;0.05;0.76;0.04;0.14
Bebouwde Kom oud gedeelte;NULL;NULL;NULL;NULL
Poortwijk;0.12;0.48;0.31;0.09
Zinkweg buurtschap;0.06;0.91;0.02;0.02
Landelijk gebied;0.06;0.76;0.03;0.15
Heinenoord;0.13;0.67;0.18;0.02
Zuidzijde (gedeeltelijk);0.04;0.88;0.00;0.07
Heinenoord;0.08;0.86;0.01;0.05
Mijnsheerenland;0.13;0.53;0.29;0.05
Vogelbuurt-Oost;0.11;0.48;0.36;0.05
Eilandenbuurt;0.18;0.31;0.47;0.04
Poortugaal Zuid;0.16;0.45;0.36;0.04
Westmaas-Nieuwlandse polder;0.02;0.94;0.02;0.02
Greup;0.01;0.89;0.01;0.09
Moerkerken;0.07;0.85;0.02;0.06
Rhoon-Centrum;0.10;0.52;0.33;0.04
polder Munnikenland;0.01;0.80;0.04;0.15
Haverschmidtkwartier;0.11;0.37;0.44;0.09
in het Zuidoosten;0.01;0.98;0.01;0.00
Ghijseland;0.08;0.50;0.36;0.06
in het Westen;0.02;0.85;0.05;0.07
Bungalow plan;0.07;0.75;0.15;0.03
Bedrijfsterreinen;0.21;0.63;0.02;0.14
Maasdam;0.08;0.76;0.11;0.05
Cillaarshoek (gedeeltelijk);0.06;0.91;0.04;0.00
Sint Anthoniepolder;0.04;0.94;0.01;0.00
Maasdam nieuwbouw;0.09;0.63;0.25;0.04
Suikerfabriek en verspreide huizen Noordwesten;0.04;0.94;0.02;0.00
's-Gravendeel;0.13;0.58;0.24;0.05
Mijlpolder;0.05;0.87;0.04;0.04
Maasdam;0.12;0.72;0.07;0.08
Boendersweg-Strijensedijk (gedeeltelijk);0.06;0.83;0.05;0.06
Schenkeldijk;0.06;0.81;0.13;0.00
Noletbuurt;0.16;0.31;0.52;0.00
Groot en Klein Koninkrijk;0.00;0.12;0.49;0.39
Schuilingen;0.09;0.52;0.36;0.04
's-Gravendeel;0.01;0.91;0.04;0.05
Nieuw-Beijerland;0.11;0.54;0.29;0.05
Distillateursbuurt;0.14;0.51;0.28;0.07
Nieuw-Beijerland;0.00;0.82;0.02;0.16
Piershil;0.09;0.61;0.27;0.04
Zwartsluisje (gedeeltelijk);0.08;0.92;0.00;0.00
Piershil;0.02;0.85;0.04;0.09
Goudswaard;0.10;0.60;0.29;0.00
Pasgeld;0.12;0.31;0.33;0.24
Oudendijk;0.04;0.96;0.00;0.00
Eiland Tiengemeten (gedeeltelijk);0.00;0.35;0.65;0.00
Zuid-Beijerland;0.12;0.59;0.27;0.02
Zwartsluisje (gedeeltelijk);0.03;0.90;0.00;0.07
Nieuwendijk (gedeeltelijk);0.22;0.76;0.03;0.00
Kern Hekendorp;0.14;0.52;0.34;0.01
Hekendorpse buurt;0.00;0.95;0.01;0.04
Kern Oudewater;0.14;0.49;0.30;0.06
Oosteind en De Kooy;0.10;0.57;0.22;0.11
Kern Hoenkoop;0.09;0.48;0.37;0.06
de Noort syde;0.18;0.45;0.33;0.04
Hoenkoopse buurt;0.01;0.86;0.00;0.13
Haantje;0.07;0.69;0.15;0.09
Rockanje;0.10;0.57;0.31;0.01
Kern Papekop;0.09;0.67;0.15;0.09
Brede dijk;0.13;0.41;0.39;0.07
Klein Hekendorp;0.14;0.45;0.39;0.01
Diemerbroek;0.01;0.93;0.00;0.05
Snelrewaard;0.02;0.92;0.06;0.00
Maasboulevard;0.14;0.43;0.38;0.05
Helhoek;0.00;0.84;0.04;0.12
Markveld;0.05;0.12;0.84;0.00
De Gaarden/Sveafors;0.11;0.50;0.23;0.15
Vrilkhoven;0.00;0.92;0.02;0.06
Schrijversbuurt;0.16;0.33;0.48;0.02
Strijpe;0.00;0.82;0.01;0.16
Westpolder;0.15;0.36;0.41;0.08
Hezelaar;0.00;1.00;0.00;0.00
De Winkel;0.01;0.88;0.00;0.11
Molenvliet;0.09;0.48;0.34;0.10
Kraaihoek;0.14;0.34;0.45;0.07
Staatsliedenbuurt;0.09;0.45;0.39;0.07
Groenbuffer noord;0.09;0.40;0.51;0.00
Fabribuurt;0.16;0.30;0.49;0.05
Schiemond;0.08;0.28;0.58;0.07
Tappersheul;0.19;0.72;0.06;0.03
Noordzeeweg;0.03;0.49;0.14;0.34
Te Werve;0.10;0.39;0.42;0.08
Klein Hekendorp buitengebied;0.06;0.92;0.03;0.00
Rozendaal;0.01;0.69;0.01;0.29
Willeskop;0.00;0.71;0.00;0.29
Middenpolder;0.11;0.47;0.36;0.05
Kasteren en Berg;0.00;0.98;0.02;0.01
Vriesenpolder;0.03;0.87;0.07;0.03
Benedenveer;0.15;0.36;0.40;0.09
Winklerplein-Noord;0.12;0.40;0.45;0.03
Overvoorde;0.05;0.38;0.46;0.11
Drievliet;0.12;0.50;0.33;0.04
Broekpolder;0.07;0.51;0.23;0.19
Westend;0.11;0.43;0.41;0.05
Nieuweschans Nieuwbouw;0.10;0.68;0.21;0.01
West;0.09;0.58;0.28;0.05
Oost;0.09;0.62;0.24;0.05
Het Zand;0.15;0.51;0.33;0.02
Slikkerveer;0.12;0.48;0.35;0.05
Bolnes;0.12;0.57;0.27;0.04
Rijsoord;0.03;0.80;0.07;0.10
De Vlinderhoven/Sveaholm;0.10;0.40;0.38;0.12
Hallum;0.09;0.63;0.26;0.02
Oostendam;0.02;0.87;0.07;0.04
Bomenbuurt;0.14;0.38;0.43;0.05
Witte Dorp;0.10;0.37;0.54;0.00
Verenambacht;0.24;0.61;0.10;0.04
Zestienhoven;0.12;0.54;0.25;0.09
Overschie;0.10;0.51;0.34;0.05
Rembrandtkwartier;0.14;0.43;0.38;0.05
Vletgaarsmaten;0.17;0.80;0.00;0.03
Cornelisland;0.05;0.88;0.03;0.05
Havenkwartier;0.13;0.39;0.39;0.09
Landzicht;0.09;0.48;0.43;0.00
De Akkers en De Velden;0.14;0.43;0.33;0.10
Oude Westen;0.10;0.29;0.59;0.03
Spoorzicht;0.02;0.43;0.42;0.13
Buitenuitbreiding-Oost;NULL;NULL;NULL;NULL
Julianapark;0.09;0.37;0.43;0.12
Huis te Lande;0.08;0.49;0.37;0.06
De Geer;0.00;0.99;0.00;0.01
Het Ravelijn Ziekenhuisweg;0.21;0.52;0.22;0.04
Tussendijken;0.13;0.27;0.59;0.01
Schiebroek;0.09;0.42;0.43;0.06
Hillegersberg Zuid;0.14;0.46;0.36;0.05
Cool;0.07;0.23;0.66;0.03
Blijdorp;0.11;0.38;0.45;0.06
Staatsliedenbuurt;0.16;0.41;0.40;0.03
Cs Kwartier;0.05;0.34;0.54;0.07
Agniesebuurt;0.11;0.31;0.52;0.05
Nieuwe Werk;0.07;0.43;0.45;0.06
Provenierswijk;0.14;0.35;0.47;0.04
Plaspoelpolder;0.10;0.52;0.28;0.10
Dijkzigt;0.03;0.41;0.49;0.07
Stationskwartier;0.08;0.37;0.47;0.08
Vakbondsliedenbuurt;0.14;0.46;0.35;0.05
Vogelbuurt-Noord;0.14;0.42;0.38;0.07
Delfshaven;0.12;0.34;0.51;0.04
Muziekbuurt;0.09;0.49;0.35;0.06
Frankenland;0.15;0.31;0.52;0.02
Vogelbuurt-Zuid;0.11;0.46;0.42;0.01
Wanswerd;0.13;0.73;0.11;0.02
Blijdorpsepolder;0.18;0.39;0.37;0.07
Kop van Zuid;0.04;0.24;0.66;0.06
Staatsliedenbuurt;0.12;0.47;0.35;0.07
Schiehart;0.14;0.46;0.35;0.05
Nolensbuurt;0.14;0.33;0.48;0.05
Bospolder;0.11;0.28;0.60;0.01
Wilhelminapark;0.06;0.53;0.27;0.14
Liduinabuurt;0.13;0.43;0.33;0.11
Wibautbuurt;0.12;0.34;0.47;0.07
Rivierdijk-Midden;0.14;0.46;0.23;0.17
Spangen;0.11;0.30;0.56;0.04
Hillegersberg Noord;0.10;0.37;0.45;0.08
Terbregge;0.06;0.67;0.22;0.05
Nieuwe Westen;0.12;0.30;0.53;0.06
Oude Sluis;0.03;0.87;0.01;0.09
Hollandiabuurt;0.21;0.36;0.36;0.06
Middenveer;0.15;0.29;0.47;0.08
Middelland;0.13;0.32;0.51;0.04
Kleurenbuurt;0.11;0.37;0.44;0.08
Artiestenbuurt;0.15;0.38;0.41;0.07
Stuifakker;0.03;0.86;0.05;0.05
Oud Mathenesse;0.12;0.36;0.43;0.09
Galder;0.07;0.59;0.34;0.00
Kleinpolder;0.09;0.50;0.35;0.05
Baanhoek-Bedrijven;0.22;0.66;0.11;0.02
Strijp;0.15;0.42;0.37;0.06
Bloemhof;0.13;0.34;0.51;0.02
Bloemenbuurt H(yacinth) - L(Obelia);0.08;0.53;0.34;0.05
Feijenoord;0.14;0.26;0.58;0.01
Hazenkamp;0.10;0.49;0.34;0.07
Noord Kethel;0.02;0.30;0.36;0.31
Schieveen;0.02;0.71;0.24;0.04
Bergpolder;0.11;0.42;0.43;0.04
Katendrecht;0.11;0.26;0.61;0.02
Sveaborg en -Dal;0.15;0.43;0.35;0.06
Liskwartier;0.12;0.37;0.45;0.06
Oude Noorden;0.12;0.33;0.52;0.03
De Weren;0.11;0.39;0.31;0.19
Bloemenbuurt A(kelei);0.03;0.65;0.21;0.11
